Project Path: arc_gmh5225_OverflowRust_za0t0z9t

Source Tree:

```txt
arc_gmh5225_OverflowRust_za0t0z9t
├── OverflowDriver
│   ├── OverflowDriver.inf
│   ├── OverflowDriver.vcxproj
│   ├── OverflowDriver.vcxproj.filters
│   ├── OverflowDriver.vcxproj.user
│   ├── cleaner.h
│   ├── gay.hpp
│   ├── helpers.h
│   ├── hk.c
│   ├── hk.h
│   ├── imports.h
│   └── main.c
├── OverflowR6Rust.sln
├── OverflowRust
│   ├── OverflowRust.vcxproj
│   ├── OverflowRust.vcxproj.filters
│   ├── OverflowRust.vcxproj.user
│   └── core
│       ├── driver
│       │   ├── driver.h
│       │   └── imports.h
│       ├── game
│       │   ├── cheat.cpp
│       │   ├── cheat.h
│       │   ├── esp.h
│       │   ├── game.cpp
│       │   ├── game.h
│       │   └── offsets.h
│       ├── helpers
│       │   ├── color.hpp
│       │   ├── glm
│       │   │   ├── CMakeLists.txt
│       │   │   ├── common.hpp
│       │   │   ├── detail
#include <stdlib.h>     // alloca
#endif
#endif

// Visual Studio warnings
#ifdef _MSC_VER
#pragma warning (disable: 4127) // condition expression is constant
#pragma warning (disable: 4505) // unreferenced local function has been removed (stb stuff)
#pragma warning (disable: 4996) // 'This function or variable may be unsafe': strcpy, strdup, sprintf, vsnprintf, sscanf, fopen
#endif

// Clang/GCC warnings with -Weverything
#if defined(__clang__)
#pragma clang diagnostic ignored "-Wold-style-cast"         // warning : use of old-style cast                              // yes, they are more terse.
#pragma clang diagnostic ignored "-Wfloat-equal"            // warning : comparing floating point with == or != is unsafe   // storing and comparing against same constants ok.
#pragma clang diagnostic ignored "-Wglobal-constructors"    // warning : declaration requires a global destructor           // similar to above, not sure what the exact difference is.
#pragma clang diagnostic ignored "-Wsign-conversion"        // warning : implicit conversion changes signedness             //
#if __has_warning("-Wzero-as-null-pointer-constant")
#pragma clang diagnostic ignored "-Wzero-as-null-pointer-constant"  // warning : zero as null pointer constant              // some standard header variations use #define NULL 0
#endif
#if __has_warning("-Wcomma")
#pragma clang diagnostic ignored "-Wcomma"                  // warning : possible misuse of comma operator here             //
#endif
#if __has_warning("-Wreserved-id-macro")
#pragma clang diagnostic ignored "-Wreserved-id-macro"      // warning : macro name is a reserved identifier                //
#endif
#if __has_warning("-Wdouble-promotion")
#pragma clang diagnostic ignored "-Wdouble-promotion"       // warning: implicit conversion from 'float' to 'double' when passing argument to function  // using printf() is a misery with this as C++ va_arg ellipsis changes float to double.
#endif
#elif defined(__GNUC__)
#pragma GCC diagnostic ignored "-Wpragmas"                  // warning: unknown option after '#pragma GCC diagnostic' kind
#pragma GCC diagnostic ignored "-Wunused-function"          // warning: 'xxxx' defined but not used
#pragma GCC diagnostic ignored "-Wdouble-promotion"         // warning: implicit conversion from 'float' to 'double' when passing argument to function
#pragma GCC diagnostic ignored "-Wconversion"               // warning: conversion to 'xxxx' from 'xxxx' may alter its value
#pragma GCC diagnostic ignored "-Wstack-protector"          // warning: stack protector not protecting local variables: variable length buffer
#pragma GCC diagnostic ignored "-Wclass-memaccess"          // [__GNUC__ >= 8] warning: 'memset/memcpy' clearing/writing an object of type 'xxxx' with no trivial copy-assignment; use assignment or value-initialization instead
#endif

//-------------------------------------------------------------------------
// [SECTION] STB libraries implementation
//-------------------------------------------------------------------------

// Compile time options:
//#define IMGUI_STB_NAMESPACE           ImStb
//#define IMGUI_STB_TRUETYPE_FILENAME   "my_folder/stb_truetype.h"
//#define IMGUI_STB_RECT_PACK_FILENAME  "my_folder/stb_rect_pack.h"
//#define IMGUI_DISABLE_STB_TRUETYPE_IMPLEMENTATION
//#define IMGUI_DISABLE_STB_RECT_PACK_IMPLEMENTATION

#ifdef IMGUI_STB_NAMESPACE
namespace IMGUI_STB_NAMESPACE
{
#endif

#ifdef _MSC_VER
#pragma warning (push)
#pragma warning (disable: 4456)                             // declaration of 'xx' hides previous local declaration
#endif

#if defined(__clang__)
#pragma clang diagnostic push
#pragma clang diagnostic ignored "-Wunused-function"
#pragma clang diagnostic ignored "-Wmissing-prototypes"
#pragma clang diagnostic ignored "-Wimplicit-fallthrough"
#pragma clang diagnostic ignored "-Wcast-qual"              // warning : cast from 'const xxxx *' to 'xxx *' drops const qualifier //
#endif

#if defined(__GNUC__)
#pragma GCC diagnostic push
#pragma GCC diagnostic ignored "-Wtype-limits"              // warning: comparison is always true due to limited range of data type [-Wtype-limits]
#pragma GCC diagnostic ignored "-Wcast-qual"                // warning: cast from type 'const xxxx *' to type 'xxxx *' casts away qualifiers
#endif

#ifndef STB_RECT_PACK_IMPLEMENTATION                        // in case the user already have an implementation in the _same_ compilation unit (e.g. unity builds)
#ifndef IMGUI_DISABLE_STB_RECT_PACK_IMPLEMENTATION
#define STBRP_STATIC
#define STBRP_ASSERT(x)     IM_ASSERT(x)
#define STBRP_SORT          ImQsort
#define STB_RECT_PACK_IMPLEMENTATION
#endif
#ifdef IMGUI_STB_RECT_PACK_FILENAME
#include IMGUI_STB_RECT_PACK_FILENAME
#else
#include "imstb_rectpack.h"
#endif
#endif

#ifndef STB_TRUETYPE_IMPLEMENTATION                         // in case the user already have an implementation in the _same_ compilation unit (e.g. unity builds)
#ifndef IMGUI_DISABLE_STB_TRUETYPE_IMPLEMENTATION
#define STBTT_malloc(x,u)   ((void)(u), IM_ALLOC(x))
#define STBTT_free(x,u)     ((void)(u), IM_FREE(x))
#define STBTT_assert(x)     IM_ASSERT(x)
#define STBTT_fmod(x,y)     ImFmod(x,y)
#define STBTT_sqrt(x)       ImSqrt(x)
#define STBTT_pow(x,y)      ImPow(x,y)
#define STBTT_fabs(x)       ImFabs(x)
#define STBTT_ifloor(x)     ((int)ImFloorStd(x))
#define STBTT_iceil(x)      ((int)ImCeil(x))
#define STBTT_STATIC
#define STB_TRUETYPE_IMPLEMENTATION
#else
#define STBTT_DEF extern
#endif
#ifdef IMGUI_STB_TRUETYPE_FILENAME
#include IMGUI_STB_TRUETYPE_FILENAME
#else
#include "imstb_truetype.h"
#endif
#endif

#if defined(__GNUC__)
#pragma GCC diagnostic pop
#endif

#if defined(__clang__)
#pragma clang diagnostic pop
#endif

#if defined(_MSC_VER)
#pragma warning (pop)
#endif

#ifdef IMGUI_STB_NAMESPACE
} // namespace ImStb
using namespace IMGUI_STB_NAMESPACE;
#endif

//-----------------------------------------------------------------------------
// [SECTION] Style functions
//-----------------------------------------------------------------------------

void ImGui::StyleColorsBlue(ImGuiStyle* dst)
{
	ImGuiStyle* style = dst ? dst : &ImGui::GetStyle();
	ImVec4* colors = style->Colors;

	colors[ImGuiCol_Text] = ImVec4(0.f, 0.749f, 1.f, 1.00f);
	colors[ImGuiCol_TextDisabled] = ImVec4(0.60f, 0.60f, 0.60f, 1.00f);
	colors[ImGuiCol_TextSelectedBg] = ImVec4(0.00f, 0.00f, 1.00f, 0.35f);

	colors[ImGuiCol_WindowBg] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_ChildWindowBg] = ImVec4(0.10f, 0.10f, 0.10f, 0.00f);
	colors[ImGuiCol_PopupBg] = ImVec4(0.05f, 0.05f, 0.10f, 0.90f);
	colors[ImGuiCol_Border] = ImVec4(0.f, 0.749f, 1.f, 1.00f);
	colors[ImGuiCol_BorderShadow] = ImVec4(0.f, 0.749f, 1.f, 1.00f);
	colors[ImGuiCol_FrameBg] = ImVec4(0.20f, 0.25f, 0.30f, 1.0f);
	colors[ImGuiCol_FrameBgHovered] = ImVec4(0.90f, 0.80f, 0.80f, 0.40f);
	colors[ImGuiCol_FrameBgActive] = ImVec4(0.90f, 0.65f, 0.65f, 0.45f);
	colors[ImGuiCol_TitleBg] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_TitleBgCollapsed] = ImVec4(0.20f, 0.20f, 0.20f, 1.00f);
	colors[ImGuiCol_TitleBgActive] = ImVec4(0.20f, 0.20f, 0.20f, 1.00f);


	//colors[ImGuiCol_TitleText]            = ImVec4(0.80f, 0.80f, 1.00f, 1.00f);
	colors[ImGuiCol_MenuBarBg] = ImVec4(0.40f, 0.40f, 0.55f, 0.80f);
	colors[ImGuiCol_ScrollbarBg] = ImVec4(0.20f, 0.25f, 0.30f, 0.60f);
	colors[ImGuiCol_ScrollbarGrab] = ImVec4(0.40f, 0.40f, 0.80f, 0.30f);
	colors[ImGuiCol_ScrollbarGrabHovered] = ImVec4(0.40f, 0.40f, 0.80f, 0.40f);
	colors[ImGuiCol_ScrollbarGrabActive] = ImVec4(0.80f, 0.50f, 0.50f, 0.40f);
	//colors[ImGuiCol_ComboBg]              = ImVec4(0.20f, 0.20f, 0.20f, 0.99f);
	colors[ImGuiCol_CheckMark] = ImVec4(0.00f, 0.60f, 0.90f, 0.50f);
	colors[ImGuiCol_SliderGrab] = ImVec4(1.00f, 1.00f, 1.00f, 0.30f);
	colors[ImGuiCol_SliderGrabActive] = ImVec4(0.80f, 0.50f, 0.50f, 1.00f);
	colors[ImGuiCol_Button] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_ButtonHovered] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_ButtonActive] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_Header] = ImVec4(0.862f, 0.862f, 0.862f, .90f);
	colors[ImGuiCol_HeaderHovered] = ImVec4(0.45f, 0.45f, 0.90f, 0.80f);
	colors[ImGuiCol_HeaderActive] = ImVec4(0.53f, 0.53f, 0.87f, 0.80f);
	colors[ImGuiCol_ResizeGrip] = ImVec4(1.00f, 1.00f, 1.00f, 0.30f);
	colors[ImGuiCol_ResizeGripHovered] = ImVec4(1.00f, 1.00f, 1.00f, 0.60f);
	colors[ImGuiCol_ResizeGripActive] = ImVec4(1.00f, 1.00f, 1.00f, 0.90f);
	//colors[ImGuiCol_CloseButton]          = ImVec4(0.10f, 0.10f, 0.10f, 0.50f);
	//colors[ImGuiCol_CloseButtonHovered]   = ImVec4(0.40f, 0.00f, 0.00f, 1.00f);
	//colors[ImGuiCol_CloseButtonActive]    = ImVec4(0.70f, 0.20f, 0.00f, 0.83f);
	colors[ImGuiCol_PlotLines] = ImVec4(1.00f, 1.00f, 1.00f, 1.00f);
	colors[ImGuiCol_PlotLinesHovered] = ImVec4(0.90f, 0.70f, 0.00f, 1.00f);
	colors[ImGuiCol_PlotHistogram] = ImVec4(0.90f, 0.70f, 0.00f, 1.00f);
	colors[ImGuiCol_PlotHistogramHovered] = ImVec4(1.00f, 0.60f, 0.00f, 1.00f);
	colors[ImGuiCol_ModalWindowDarkening] = ImVec4(0.20f, 0.20f, 0.20f, 0.35f);

	// Pink Colors
	//ImVec4 col_text							= ImColor(20, 40, 128);
	//ImVec4 col_main							= ImColor(9, 82, 128);
	//ImVec4 col_back							= ImColor(31, 44, 54);
	//ImVec4 col_area							= ImColor(4, 32, 41);

	//colors[ImGuiCol_Text]					= ImVec4(0.12, 0.12, 0.12, 1.f);
	//colors[ImGuiCol_TextDisabled]			= ImVec4(0.968, 0.631, 0.905, 1.f);
	//colors[ImGuiCol_WindowBg]				= ImVec4(0.41f, 0.41f, 0.41f, 1.00f);

	//colors[ImGuiCol_ChildWindowBg] = ImVec4(0.10f, 0.10f, 0.10f, 0.00f);
	//colors[ImGuiCol_Border]					= ImVec4(0.968, 0.631, 0.905, 1.f);
	//colors[ImGuiCol_BorderShadow]			= ImVec4(0.00f, 0.00f, 0.00f, 0.00f);
	//colors[ImGuiCol_FrameBg]				= ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	//colors[ImGuiCol_FrameBgHovered]			= ImVec4(0.13, 0.13, 0.13, 1.f);
	//colors[ImGuiCol_FrameBgActive]			= ImVec4(0.11, 0.11, 0.11, 1.f);
	//colors[ImGuiCol_TitleBg]				= ImVec4(0.968, 0.631, 0.905, 1.f);
	//colors[ImGuiCol_TitleBgCollapsed]		= ImVec4(.52f, 0.f, 0.52f, .7);
	//colors[ImGuiCol_TitleBgActive]			= ImVec4(0.968, 0.631, 0.905, 1.f);
	//colors[ImGuiCol_MenuBarBg]				= ImVec4(.52f, 0.f, 0.52f, .7f);
	//colors[ImGuiCol_ScrollbarBg]			= ImVec4(0.1f, 0.1f, 0.1f, 0.95f);
	//colors[ImGuiCol_ScrollbarGrab]			= ImVec4(0.50f, 0.50f, 0.50f, 1.00f); //main half
	//colors[ImGuiCol_ScrollbarGrabHovered]	= ImVec4(0.50f, 0.50f, 0.50f, 0.70f); //main half
	//colors[ImGuiCol_ScrollbarGrabActive]	= ImVec4(.52f, 0.f, 0.52f, 1.f);
	//colors[ImGuiCol_CheckMark]				= ImVec4(.52f, 0.f, 0.52f, 1.f);
	//colors[ImGuiCol_SliderGrab]				= ImVec4(0.50f, 0.50f, 0.50f, 1.00f); //main half
	//colors[ImGuiCol_SliderGrabActive]		= ImVec4(.52f, 0.f, 0.52f, 1.f);

	//colors[ImGuiCol_Button]					= ImVec4(0.41f, 0.41f, 0.41f, 1.00f);
	//colors[ImGuiCol_ButtonHovered]			= ImVec4(0.41f, 0.41f, 0.41f, 1.00f);
	//colors[ImGuiCol_ButtonActive]			= ImVec4(0.41f, 0.41f, 0.41f, 1.00f);

	//colors[ImGuiCol_Header]					= ImVec4(.52f, 0.f, 0.52f, .7f);
	//colors[ImGuiCol_HeaderHovered]			= ImVec4(.50f, 0.50f, 0.50f, .3f); // combobox hover
	//colors[ImGuiCol_HeaderActive]			= ImVec4(.52f, 0.f, 0.52f, .87f);
	//colors[ImGuiCol_ResizeGrip]				= ImVec4(col_main.x, col_main.y, col_main.z, 0.20f);
	//colors[ImGuiCol_ResizeGripHovered]		= ImVec4(col_main.x, col_main.y, col_main.z, 0.78f);
	//colors[ImGuiCol_ResizeGripActive]		= ImVec4(col_main.x, col_main.y, col_main.z, 1.00f);
	//colors[ImGuiCol_PlotLines]				= ImVec4(col_text.x, col_text.y, col_text.z, 0.63f);
	//colors[ImGuiCol_PlotLinesHovered]		= ImVec4(col_main.x, col_main.y, col_main.z, 1.00f);
	//colors[ImGuiCol_PlotHistogram]			= ImVec4(col_text.x, col_text.y, col_text.z, 0.63f);
	//colors[ImGuiCol_PlotHistogramHovered]	= ImVec4(col_main.x, col_main.y, col_main.z, 1.00f);
	//colors[ImGuiCol_TextSelectedBg]			= ImVec4(col_main.x, col_main.y, col_main.z, 0.43f);
	//colors[ImGuiCol_PopupBg]				= ImVec4(col_main.x, col_main.y, col_main.z, 0.92f);
	//colors[ImGuiCol_ModalWindowDarkening]	= ImVec4(0.20f, 0.20f, 0.20f, 0.35f);
}

void ImGui::StyleColorsBlueMain(ImGuiStyle* dst)
{
	ImGuiStyle* style = dst ? dst : &ImGui::GetStyle();
	ImVec4* colors = style->Colors;

	//grey 0.862f, 0.862f, 0.862f, .90f
	//blue 0.f, 0.749f, 1.f, 1.00f

	colors[ImGuiCol_Text] = ImVec4(255.f, 255.f, 255.f, 1.00f);
	colors[ImGuiCol_TextDisabled] = ImVec4(0.60f, 0.60f, 0.60f, 1.00f);
	colors[ImGuiCol_TextSelectedBg] = ImVec4(0.00f, 0.00f, 1.00f, 0.35f);

	colors[ImGuiCol_WindowBg] = ImVec4(0.125f, 0.125f, 0.149f, 1.00f);
	colors[ImGuiCol_ChildWindowBg] = ImVec4(0.105f, 0.105f, 0.133f, 1.00f);
	colors[ImGuiCol_PopupBg] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_Border] = ImVec4(0.2f, 0.2f, 0.227f, 1.00f);
	//colors[ImGuiCol_Border] = ImVec4(0.917, 0.223, 0.223, .25f);
	colors[ImGuiCol_BorderShadow] = ImVec4(0.070f, 0.070f, 0.101f, 1.00f);

	colors[ImGuiCol_FrameBg] = ImVec4(0.137f, 0.137f, 0.160f, 1.00f);
	colors[ImGuiCol_FrameBgHovered] = ImVec4(0.2f, 0.2f, 0.231f, 1.00f);
	colors[ImGuiCol_FrameBgActive] = ImVec4(0.862f, 0.862f, 0.862f, .50f);

	colors[ImGuiCol_TitleBg] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_TitleBgCollapsed] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_TitleBgActive] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_MenuBarBg] = ImVec4(0.40f, 0.40f, 0.55f, 0.80f);

	colors[ImGuiCol_ScrollbarBg] = ImVec4(0.10f, 0.10f, 0.10f, 1.00f);
	colors[ImGuiCol_ScrollbarGrab] = ImVec4(0.917, 0.223, 0.223, .25);
	colors[ImGuiCol_ScrollbarGrabHovered] = ImVec4(0.917, 0.223, 0.223, .25);
	colors[ImGuiCol_ScrollbarGrabActive] = ImVec4(0.917, 0.223, 0.223, .25);

	colors[ImGuiCol_Separator] = ImVec4(0.917, 0.223, 0.223, .25f);
	colors[ImGuiCol_SeparatorActive] = ImVec4(0.929f, 0.290f, 0.290f, 1.00f);
	colors[ImGuiCol_SeparatorHovered] = ImVec4(0.929f, 0.290f, 0.290f, 1.00f);

	colors[ImGuiCol_CheckMark] = ImVec4(0.929f, 0.290f, 0.290f, 1.00f);
	colors[ImGuiCol_SliderGrab] = ImVec4(0.862f, 0.862f, 0.862f, .90f);
	colors[ImGuiCol_SliderGrabActive] = ImVec4(0.80f, 0.50f, 0.50f, 1.00f);
